Date,Close/Last,Volume,Open,High,Low,Day
02/02/2023,$311.86,4430266,$312.35,$312.60,$308.30,2108
02/01/2023,$310.57,3520304,$309.63,$312.67,$306.38,2107
01/31/2023,$311.52,3655334,$307.74,$311.86,$305.79,2106
01/30/2023,$307.33,3475781,$307.60,$309.5115,$306.81,2105
01/27/2023,$309.17,3034223,$309.79,$311.73,$308.34,2104
01/26/2023,$310.95,2858754,$312.99,$313.68,$309.58,2103
01/25/2023,$311.90,2300785,$308.33,$312.55,$307.71,2102
01/24/2023,$311.30,2234333,$309.30,$312.83,$307.50,2101
01/23/2023,$310.42,3088133,$309.63,$312.73,$306.8501,2100
01/20/2023,$309.87,3772210,$305.21,$310.01,$304.3626,2099
01/19/2023,$305.23,3615144,$306.12,$307.235,$303.86,2098
01/18/2023,$308.30,3408726,$315.00,$315.54,$307.75,2097
01/17/2023,$314.86,3479442,$318.40,$318.52,$314.25,2096
01/13/2023,$317.64,2773650,$317.49,$318.42,$315.79,2095
01/12/2023,$318.93,3075151,$321.15,$321.32,$317.72,2094
01/11/2023,$320.37,3001242,$318.52,$320.57,$316.60,2093
01/10/2023,$316.35,3050322,$315.00,$316.80,$313.34,2092
01/09/2023,$315.53,4399047,$319.02,$320.50,$314.75,2091
01/06/2023,$318.69,3648810,$315.00,$320.16,$313.38,2090
01/05/2023,$312.90,3418149,$313.574,$314.23,$310.00,2089
01/04/2023,$314.55,5122121,$312.00,$316.89,$311.25,2088
01/03/2023,$309.91,3551418,$310.07,$312.385,$307.38,2087
12/30/2022,$308.90,3298865,$306.95,$309.04,$305.6212,2086
12/29/2022,$309.06,2848063,$305.94,$309.38,$305.235,2085
12/28/2022,$303.43,2628685,$304.77,$307.4607,$303.26,2084
12/27/2022,$305.55,2731731,$306.45,$308.575,$304.65,2083
12/23/2022,$306.49,2460858,$302.88,$306.57,$300.925,2082
12/22/2022,$302.69,3560763,$306.10,$306.50,$297.6391,2081
12/21/2022,$307.82,3265614,$304.38,$308.54,$304.16,2080
12/20/2022,$302.00,3091869,$300.09,$304.19,$297.00,2079
12/19/2022,$300.03,3842880,$300.51,$301.48,$297.15,2078
12/16/2022,$300.00,8308365,$299.05,$302.47,$297.76,2077
12/15/2022,$301.91,5107189,$306.43,$306.96,$299.445,2076
12/14/2022,$309.29,4057911,$312.74,$316.3596,$308.40,2075
12/13/2022,$312.33,5043156,$318.40,$318.91,$310.82,2074
12/12/2022,$311.45,4367987,$307.55,$311.91,$305.46,2073
12/09/2022,$306.39,3327110,$305.32,$308.34,$304.71,2072
12/08/2022,$305.99,2353269,$306.00,$307.4899,$305.09,2071
12/07/2022,$305.82,4132430,$307.07,$309.3842,$304.915,2070
12/06/2022,$307.78,3877585,$309.95,$310.29,$306.35,2069
12/05/2022,$310.57,3836532,$315.22,$315.66,$308.73,2068
12/02/2022,$316.15,3026517,$313.49,$316.38,$312.75,2067
12/01/2022,$315.84,4354849,$319.00,$319.56,$313.30,2066
11/30/2022,$318.60,7924360,$315.13,$318.60,$308.70,2065
11/29/2022,$315.13,3742168,$311.89,$315.29,$311.35,2064
11/28/2022,$313.27,4232097,$316.25,$317.64,$312.33,2063
11/25/2022,$317.43,1844916,$317.52,$319.12,$316.18,2062
11/23/2022,$316.18,2685619,$315.385,$316.4292,$314.07,2061
11/22/2022,$315.76,3172808,$313.00,$316.555,$312.05,2060
11/21/2022,$311.20,2863030,$310.81,$312.90,$308.58,2059
11/18/2022,$310.76,3397072,$310.55,$311.20,$308.615,2058
11/17/2022,$307.44,3064676,$305.70,$307.62,$304.15,2057
11/16/2022,$308.76,2971379,$310.93,$311.55,$306.74,2056
11/15/2022,$309.98,4373585,$313.665,$313.89,$307.1838,2055
11/14/2022,$308.91,4639814,$310.00,$311.84,$308.84,2054
11/11/2022,$309.72,6572828,$305.56,$311.33,$302.60,2053
11/10/2022,$303.20,5695773,$297.11,$303.50,$294.54,2052
11/09/2022,$288.65,2760166,$291.98,$292.40,$288.06,2051
11/08/2022,$292.61,3563780,$291.11,$294.743,$289.01,2050
11/07/2022,$290.19,3524850,$290.92,$292.10,$288.65,2049
11/04/2022,$287.47,3709955,$286.77,$289.20,$282.38,2048
11/03/2022,$283.85,3126390,$286.02,$287.47,$283.46,2047
11/02/2022,$289.46,4274735,$293.04,$298.26,$289.42,2046
11/01/2022,$294.13,3838233,$298.45,$298.87,$293.04,2045
10/31/2022,$295.09,4627809,$297.98,$298.89,$294.85,2044
10/28/2022,$299.63,4629639,$292.77,$299.98,$291.48,2043
10/27/2022,$289.88,4275741,$290.31,$294.00,$288.85,2042
10/26/2022,$288.52,3295328,$289.75,$291.80,$287.68,2041
10/25/2022,$289.24,3175402,$288.765,$289.87,$286.88,2040
10/24/2022,$287.48,3862212,$284.10,$289.34,$283.99,2039
10/21/2022,$282.51,4996771,$273.76,$282.92,$271.46,2038
10/20/2022,$273.53,3918510,$278.07,$279.4399,$273.00,2037
10/19/2022,$278.34,3215800,$280.33,$282.38,$276.9677,2036
10/18/2022,$281.67,4294758,$282.74,$283.36,$279.25,2035
10/17/2022,$277.02,4455948,$276.48,$278.59,$275.30,2034
10/14/2022,$272.67,4292818,$277.59,$279.22,$271.97,2033
10/13/2022,$275.78,5485173,$260.58,$276.78,$259.85,2032
10/12/2022,$264.00,3345004,$267.31,$267.52,$263.96,2031
10/11/2022,$267.31,3443003,$266.10,$270.97,$265.61,2030
10/10/2022,$266.93,3108090,$269.89,$270.215,$265.86,2029
10/07/2022,$269.04,4273211,$274.44,$274.495,$267.48,2028
10/06/2022,$276.31,3396390,$278.20,$279.85,$275.90,2027
10/05/2022,$279.36,3351571,$276.87,$280.88,$275.84,2026
10/04/2022,$280.49,4636293,$277.42,$281.30,$276.60,2025
10/03/2022,$272.80,4903523,$269.52,$274.57,$267.16,2024
09/30/2022,$267.02,6059434,$269.21,$272.94,$266.60,2023
09/29/2022,$269.58,5211637,$269.89,$272.17,$265.59,2022
09/28/2022,$271.78,5942582,$265.65,$273.60,$264.91,2021
09/27/2022,$265.47,5768879,$266.99,$267.93,$261.55,2020
09/26/2022,$264.32,4929897,$265.82,$267.84,$263.3679,2019
09/23/2022,$267.77,5176838,$266.01,$268.14,$264.24,2018
09/22/2022,$268.51,4122179,$271.03,$271.50,$268.27,2017
09/21/2022,$270.74,3956232,$278.90,$278.92,$270.72,2016
09/20/2022,$277.13,3278187,$277.17,$278.04,$274.61,2015
09/19/2022,$278.95,3292287,$272.79,$279.13,$272.72,2014
09/16/2022,$274.81,7289900,$275.35,$276.375,$273.26,2013
09/15/2022,$276.70,3279225,$278.69,$281.27,$276.36,2012
09/14/2022,$278.42,3721356,$279.00,$280.205,$275.64,2011
09/13/2022,$278.29,4586374,$283.99,$285.1438,$277.50,2010
09/12/2022,$288.51,3410683,$286.70,$289.2406,$286.0333,2009
09/09/2022,$285.77,3128967,$284.535,$287.02,$284.13,2008
09/08/2022,$283.34,3543267,$278.58,$283.40,$277.29,2007
09/07/2022,$281.04,3511375,$275.74,$281.74,$275.42,2006
09/06/2022,$276.59,4363702,$278.01,$279.49,$275.355,2005
09/02/2022,$277.67,3796304,$284.84,$285.42,$276.365,2004
09/01/2022,$282.43,3767438,$279.95,$282.68,$277.31,2003
08/31/2022,$280.80,5007109,$287.25,$288.01,$280.44,2002
08/30/2022,$285.42,3227458,$288.72,$289.32,$284.7711,2001
08/29/2022,$287.45,3101174,$288.40,$289.83,$285.75,2000
08/26/2022,$289.96,5280739,$299.41,$299.63,$289.65,1999
08/25/2022,$298.13,3465799,$293.71,$298.48,$292.8323,1998
08/24/2022,$293.52,3266775,$290.00,$294.00,$289.4603,1997
08/23/2022,$289.65,2596728,$288.85,$291.64,$288.15,1996
08/22/2022,$288.69,4716455,$294.00,$294.47,$287.86,1995
08/19/2022,$297.28,4617015,$302.95,$303.22,$296.81,1994
08/18/2022,$304.27,2783620,$304.44,$304.57,$301.55,1993
08/17/2022,$304.26,2963923,$305.22,$306.89,$302.74,1992
08/16/2022,$306.65,3344335,$304.99,$308.15,$303.76,1991
08/15/2022,$302.82,2929312,$298.64,$303.76,$297.40,1990
08/12/2022,$301.55,3233809,$297.90,$301.69,$297.00,1989
08/11/2022,$296.47,3146890,$298.00,$299.06,$296.12,1988
08/10/2022,$295.11,3708840,$296.48,$296.93,$294.10,1987
08/09/2022,$292.77,3873083,$293.35,$297.5708,$291.93,1986
08/08/2022,$292.34,3969779,$294.87,$299.33,$292.27,1985
08/05/2022,$292.07,3397499,$291.87,$294.10,$290.425,1984
08/04/2022,$292.91,3949668,$294.73,$295.98,$292.62,1983
08/03/2022,$294.96,4062173,$295.05,$295.88,$291.10,1982
08/02/2022,$292.17,3168448,$294.87,$295.53,$291.92,1981
08/01/2022,$295.86,4196074,$299.70,$299.70,$294.83,1980
07/29/2022,$300.60,6983576,$297.42,$302.40,$295.4314,1979
07/28/2022,$293.90,3991272,$291.18,$294.03,$286.77,1978
07/27/2022,$290.30,3616585,$287.67,$291.56,$285.70,1977
07/26/2022,$285.31,2513418,$287.79,$288.7147,$284.6546,1976
07/25/2022,$287.99,3138226,$287.21,$289.065,$285.1534,1975
07/22/2022,$285.93,2877341,$288.10,$289.40,$283.615,1974
07/21/2022,$286.85,3700275,$287.00,$287.24,$282.09,1973
07/20/2022,$286.04,3879170,$284.64,$286.44,$283.90,1972
07/19/2022,$283.55,3591904,$279.00,$284.08,$278.17,1971
07/18/2022,$276.26,3274902,$281.50,$281.50,$275.21,1970
07/15/2022,$278.48,4548506,$277.53,$280.00,$276.06,1969
07/14/2022,$274.41,3889463,$273.00,$275.345,$271.20,1968
07/13/2022,$277.47,4199491,$275.37,$280.09,$274.4529,1967
07/12/2022,$277.28,3033742,$277.57,$282.18,$276.655,1966
07/11/2022,$278.51,2865411,$279.38,$281.4563,$277.8701,1965
07/08/2022,$280.83,2985777,$279.79,$282.61,$279.25,1964
07/07/2022,$279.28,3952851,$277.50,$279.59,$277.10,1963
07/06/2022,$275.65,3034444,$274.84,$277.51,$272.87,1962
07/05/2022,$275.69,3677878,$274.20,$275.86,$271.39,1961
07/01/2022,$277.50,3668568,$272.50,$278.40,$271.63,1960
06/30/2022,$273.02,4625535,$270.51,$274.92,$268.68,1959
06/29/2022,$273.49,3010168,$274.95,$275.94,$272.97,1958
06/28/2022,$273.86,4018337,$280.51,$282.45,$273.68,1957
06/27/2022,$278.40,4136747,$280.53,$282.03,$277.61,1956
06/24/2022,$278.28,6454976,$268.97,$279.67,$268.5701,1955
06/23/2022,$267.52,4732399,$269.85,$270.71,$263.68,1954
06/22/2022,$269.79,4225967,$267.38,$273.395,$267.38,1953
06/21/2022,$271.77,4907077,$273.85,$273.98,$270.34,1952
06/17/2022,$268.08,11615420,$268.39,$270.50,$265.68,1951
06/16/2022,$268.56,7212687,$273.39,$273.40,$266.88,1950
06/15/2022,$278.93,5827037,$281.16,$282.50,$273.87,1949
06/14/2022,$277.64,5850444,$282.09,$283.96,$276.1014,1948
06/13/2022,$281.56,7115907,$285.43,$287.4347,$280.10,1947
06/10/2022,$291.71,5884900,$296.08,$298.00,$291.61,1946
06/09/2022,$300.80,3221154,$308.10,$308.38,$300.57,1945
06/08/2022,$308.74,2878967,$312.16,$312.80,$307.93,1944
06/07/2022,$313.65,2551711,$310.58,$313.79,$309.3932,1943
06/06/2022,$312.15,2981314,$313.38,$315.78,$311.48,1942
06/03/2022,$310.94,2588108,$312.50,$313.80,$310.3977,1941
06/02/2022,$314.95,3120233,$312.65,$315.09,$308.61,1940
06/01/2022,$312.21,3796508,$316.00,$316.7901,$309.61,1939
05/31/2022,$315.98,5704635,$318.98,$318.98,$314.80,1938
05/27/2022,$319.11,4282883,$314.73,$319.24,$314.15,1937
05/26/2022,$312.50,4474454,$311.27,$314.39,$310.98,1936
05/25/2022,$308.64,3706343,$308.59,$310.99,$305.92,1935
05/24/2022,$309.17,3661630,$309.39,$310.31,$303.75,1934
05/23/2022,$310.20,4146033,$307.38,$312.44,$306.62,1933
05/20/2022,$304.05,5522056,$307.05,$307.46,$298.11,1932
05/19/2022,$304.15,4743746,$303.93,$306.3144,$301.21,1931
05/18/2022,$306.64,4427683,$312.94,$314.17,$305.57,1930
05/17/2022,$314.60,4159134,$315.21,$315.44,$312.10,1929
05/16/2022,$309.29,3700581,$310.28,$311.95,$307.13,1928
05/13/2022,$310.36,3771567,$311.25,$312.47,$307.9001,1927
05/12/2022,$308.06,5683356,$307.95,$309.07,$302.55,1926
05/11/2022,$311.54,4258661,$313.17,$317.55,$311.01,1925
05/10/2022,$312.53,4801061,$315.96,$318.11,$310.24,1924
05/09/2022,$312.96,4884887,$315.35,$316.92,$311.56,1923
05/06/2022,$318.88,4200043,$317.99,$320.372,$314.19,1922
05/05/2022,$318.68,5265994,$325.85,$325.85,$315.16,1921
05/04/2022,$326.80,4272974,$319.10,$327.28,$318.00,1920
05/03/2022,$318.99,3875789,$319.42,$323.58,$317.67,1919
05/02/2022,$318.19,6799512,$324.11,$324.37,$311.74,1918
04/29/2022,$322.83,5688391,$330.19,$330.64,$320.50,1917
04/28/2022,$331.27,3847727,$331.53,$332.06,$327.83,1916
04/27/2022,$329.58,3727514,$330.60,$333.135,$328.43,1915
04/26/2022,$330.65,4595483,$333.53,$337.39,$330.36,1914
04/25/2022,$336.95,5981550,$332.30,$337.85,$328.53,1913
04/22/2022,$335.56,4971203,$342.94,$343.21,$335.11,1912
04/21/2022,$343.60,4034682,$350.86,$350.86,$342.96,1911
04/20/2022,$348.82,3711620,$350.00,$350.59,$347.70,1910
04/19/2022,$348.50,3393483,$347.00,$349.13,$345.85,1909
04/18/2022,$346.65,2518356,$344.45,$347.1899,$343.585,1908
04/14/2022,$344.33,3285526,$346.16,$347.56,$344.14,1907
04/13/2022,$346.22,3436791,$349.46,$350.72,$345.245,1906
04/12/2022,$349.74,3550367,$352.26,$354.00,$348.39,1905
04/11/2022,$352.02,3129900,$352.98,$354.33,$349.34,1904
04/08/2022,$353.10,4495358,$348.93,$353.85,$347.73,1903
04/07/2022,$346.51,3817645,$346.22,$347.67,$342.40,1902
04/06/2022,$344.71,4548141,$341.17,$346.97,$340.55,1901
04/05/2022,$344.80,4254963,$345.77,$349.44,$344.28,1900
04/04/2022,$345.43,5105149,$352.00,$352.235,$344.31,1899
04/01/2022,$351.88,4126275,$353.65,$354.5824,$349.02,1898
03/31/2022,$352.91,6069877,$359.00,$360.00,$352.32,1897
03/30/2022,$357.61,3913799,$354.66,$357.85,$351.84,1896
03/29/2022,$355.12,5006916,$361.39,$362.10,$352.55,1895
03/28/2022,$359.57,4175531,$360.59,$361.38,$355.53,1894
03/25/2022,$358.76,4586000,$353.90,$359.01,$353.60,1893
03/24/2022,$352.37,3947297,$351.50,$352.5694,$349.13,1892
03/23/2022,$348.16,5644792,$349.13,$350.79,$346.2473,1891
03/22/2022,$349.93,5774373,$351.01,$354.95,$348.90,1890
03/21/2022,$349.66,6309619,$344.99,$351.21,$344.30,1889
03/18/2022,$342.41,8898508,$344.12,$346.87,$339.27,1888
03/17/2022,$344.97,7226002,$337.00,$345.13,$336.20,1887
03/16/2022,$336.11,5929896,$335.11,$337.34,$331.7117,1886
03/15/2022,$332.55,6931564,$332.70,$334.58,$329.38,1885
03/14/2022,$329.98,5968947,$328.65,$333.48,$327.6498,1884
03/11/2022,$326.60,5137990,$326.53,$331.4899,$326.23,1883
03/10/2022,$325.30,3845454,$322.49,$325.70,$321.58,1882
03/09/2022,$325.40,5879917,$326.59,$327.47,$322.575,1881
03/08/2022,$318.52,7911576,$325.30,$327.29,$318.03,1880
03/07/2022,$322.72,5879300,$325.68,$326.44,$320.35,1879
03/04/2022,$325.34,4906040,$322.66,$325.61,$320.12,1878
03/03/2022,$327.74,4602678,$326.63,$329.47,$323.8852,1877
03/02/2022,$323.64,4507185,$319.48,$325.75,$318.12,1876
03/01/2022,$316.84,6444105,$320.26,$321.20,$313.59,1875
02/28/2022,$321.45,7988324,$317.35,$322.00,$315.19,1874
02/25/2022,$319.24,7488725,$311.16,$321.43,$310.78,1873
02/24/2022,$308.28,8836304,$301.78,$308.81,$299.51,1872
02/23/2022,$309.99,5033311,$316.081,$316.80,$309.38,1871
02/22/2022,$314.16,5105545,$313.44,$315.43,$310.55,1870
02/18/2022,$314.80,4225597,$313.83,$315.6767,$313.08,1869
02/17/2022,$313.55,3633337,$314.98,$315.44,$312.30,1868
02/16/2022,$315.65,3975085,$315.00,$316.90,$314.28,1867
02/15/2022,$316.20,3682373,$316.64,$317.9399,$314.6901,1866
02/14/2022,$314.28,8131182,$319.61,$320.43,$312.17,1865
02/11/2022,$319.14,7497359,$320.01,$323.12,$317.74,1864
02/10/2022,$319.85,7081291,$320.99,$322.46,$318.485,1863
02/09/2022,$322.38,3997452,$323.80,$325.63,$321.54,1862
02/08/2022,$321.44,6238744,$318.27,$322.65,$316.00,1861
02/07/2022,$316.51,3129336,$314.91,$318.22,$312.06,1860
02/04/2022,$314.99,3656465,$315.87,$317.8387,$312.70,1859
02/03/2022,$315.23,4152449,$319.33,$319.65,$314.61,1858
02/02/2022,$319.60,4634781,$313.57,$320.1604,$313.00,1857
02/01/2022,$313.96,4348803,$312.64,$314.60,$310.31,1856
01/31/2022,$313.02,5238867,$312.00,$313.30,$307.84,1855
01/28/2022,$312.90,5241647,$307.68,$313.29,$304.0681,1854
01/27/2022,$307.67,5055361,$311.70,$315.92,$305.3111,1853
01/26/2022,$309.26,6127231,$310.40,$313.33,$306.57,1852
01/25/2022,$307.19,6438259,$301.87,$309.13,$294.81,1851
01/24/2022,$303.73,8529685,$299.70,$304.73,$296.085,1850
01/21/2022,$305.22,6541385,$309.99,$311.02,$304.14,1849
01/20/2022,$311.01,4409303,$315.58,$317.18,$310.68,1848
01/19/2022,$314.75,6091800,$321.35,$321.35,$314.58,1847
01/18/2022,$320.29,5769286,$322.22,$323.29,$318.07,1846
01/14/2022,$324.13,4915639,$318.87,$324.405,$316.50,1845
01/13/2022,$321.26,4279387,$321.00,$323.47,$320.10,1844
01/12/2022,$320.39,3583291,$320.62,$321.05,$317.26,1843
01/11/2022,$319.80,4249181,$318.61,$320.00,$315.04,1842
01/10/2022,$318.93,5814171,$321.40,$322.10,$315.12,1841
01/07/2022,$319.78,5622909,$315.56,$320.20,$314.14,1840
01/06/2022,$313.22,5140613,$312.98,$314.11,$310.22,1839
01/05/2022,$309.92,6892257,$309.87,$314.48,$309.50,1838
01/04/2022,$308.53,6006382,$301.65,$309.21,$301.65,1837
01/03/2022,$300.79,3571121,$300.10,$301.30,$299.20,1836
12/31/2021,$299.00,2932996,$299.94,$300.69,$298.84,1835
12/30/2021,$299.98,2301253,$300.88,$301.6463,$299.74,1834
12/29/2021,$299.46,2688431,$299.23,$300.65,$298.86,1833
12/28/2021,$298.29,2575075,$296.96,$299.79,$296.80,1832
12/27/2021,$296.67,2807616,$295.25,$296.69,$294.46,1831
12/23/2021,$294.49,2899917,$295.22,$296.78,$294.21,1830
12/22/2021,$294.41,2446396,$292.86,$294.57,$291.74,1829
12/21/2021,$293.24,3931134,$292.14,$295.41,$291.50,1828
12/20/2021,$289.61,5458419,$290.775,$291.58,$287.59,1827
12/17/2021,$293.66,12772060,$297.85,$298.00,$292.3501,1826
12/16/2021,$300.17,6542554,$296.88,$301.58,$295.10,1825
12/15/2021,$294.58,5603061,$295.8199,$296.50,$292.8133,1824
12/14/2021,$295.03,5994765,$289.67,$296.41,$289.67,1823
12/13/2021,$290.01,4888424,$288.50,$291.58,$285.84,1822
12/10/2021,$288.23,4110315,$285.49,$288.50,$284.23,1821
12/09/2021,$284.52,3446249,$283.77,$284.95,$281.78,1820
12/08/2021,$283.72,3257877,$284.97,$285.97,$282.28,1819
12/07/2021,$284.97,5767826,$282.42,$285.41,$282.12,1818
12/06/2021,$281.38,5526940,$278.73,$283.1678,$278.73,1817
12/03/2021,$277.43,5925715,$278.71,$279.97,$275.27,1816
12/02/2021,$279.09,4925721,$276.68,$280.37,$275.29,1815
12/01/2021,$275.00,5171164,$279.54,$281.72,$274.79,1814
11/30/2021,$276.69,9928918,$279.94,$280.20,$275.89,1813
11/29/2021,$282.12,5392385,$284.00,$284.98,$281.42,1812
11/26/2021,$283.09,4440721,$280.28,$284.71,$279.76,1811
11/24/2021,$287.28,4924413,$287.44,$288.315,$286.09,1810
11/23/2021,$288.56,4490739,$285.15,$288.73,$285.05,1809
11/22/2021,$284.97,5036934,$280.73,$286.44,$280.01,1808
11/19/2021,$279.99,4542009,$280.96,$280.97,$278.01,1807
11/18/2021,$280.63,3338256,$281.10,$281.75,$279.25,1806
11/17/2021,$281.59,3741007,$283.12,$283.12,$280.90,1805
11/16/2021,$283.36,4260345,$284.47,$285.16,$283.12,1804
11/15/2021,$284.67,3219074,$286.60,$286.99,$284.24,1803
11/12/2021,$285.99,2918259,$284.88,$286.10,$283.80,1802
11/11/2021,$284.65,2861553,$286.50,$287.07,$284.245,1801
11/10/2021,$285.32,3422235,$286.49,$287.24,$284.52,1800
11/09/2021,$286.35,3588005,$288.79,$288.99,$285.30,1799
11/08/2021,$288.80,4723236,$290.00,$295.65,$288.61,1798
11/05/2021,$287.88,3584224,$288.83,$290.70,$286.82,1797
11/04/2021,$287.69,3427470,$289.13,$289.13,$285.25,1796
11/03/2021,$288.72,2775591,$287.21,$288.88,$286.13,1795
11/02/2021,$287.93,3838375,$286.61,$288.50,$285.22,1794
11/01/2021,$286.24,2889973,$288.05,$288.42,$285.62,1793
10/29/2021,$287.01,4421265,$288.81,$290.00,$286.74,1792
10/28/2021,$289.72,3308755,$288.21,$289.86,$287.20,1791
10/27/2021,$287.78,3692629,$290.85,$290.945,$287.64,1790
10/26/2021,$290.85,3884790,$290.65,$292.22,$290.30,1789
10/25/2021,$290.26,3143636,$289.70,$290.47,$287.60,1788
10/22/2021,$289.24,3407466,$287.66,$289.80,$286.24,1787
10/21/2021,$286.82,2488982,$286.99,$287.28,$285.25,1786
10/20/2021,$287.49,3148731,$284.34,$287.70,$284.32,1785
10/19/2021,$284.83,2685424,$283.60,$285.15,$283.0501,1784
10/18/2021,$282.59,3552083,$282.83,$283.51,$281.57,1783
10/15/2021,$284.21,4315875,$283.94,$284.97,$282.27,1782
10/14/2021,$281.64,3647106,$280.81,$282.38,$279.30,1781
10/13/2021,$277.90,3312002,$278.47,$279.41,$275.55,1780
10/12/2021,$278.62,3771281,$281.46,$281.52,$278.215,1779
10/11/2021,$280.93,2908483,$284.43,$285.61,$280.80,1778
10/08/2021,$284.14,2300367,$282.59,$284.72,$281.71,1777
10/07/2021,$282.95,3795242,$282.14,$284.99,$282.14,1776
10/06/2021,$280.22,3867578,$276.28,$280.3931,$274.6101,1775
10/05/2021,$278.05,5070203,$273.86,$279.67,$273.20,1774
10/04/2021,$273.64,4308740,$274.68,$276.96,$273.05,1773
10/01/2021,$275.71,3951758,$273.02,$277.51,$272.22,1772
09/30/2021,$272.94,5189361,$278.37,$278.37,$272.84,1771
09/29/2021,$277.29,2952031,$277.03,$278.78,$275.95,1770
09/28/2021,$276.79,4959925,$279.14,$281.38,$275.82,1769
09/27/2021,$279.72,3359132,$279.77,$280.625,$278.12,1768
09/24/2021,$277.87,3109731,$278.30,$279.13,$277.41,1767
09/23/2021,$278.12,4732436,$275.15,$279.70,$275.01,1766
09/22/2021,$274.07,5019165,$276.28,$276.61,$273.67,1765
09/21/2021,$273.18,4649584,$276.03,$276.22,$272.59,1764
09/20/2021,$274.20,7645544,$273.05,$274.91,$271.36,1763
09/17/2021,$276.76,15864330,$277.64,$281.00,$275.42,1762
09/16/2021,$277.51,4211260,$278.96,$279.21,$276.21,1761
09/15/2021,$278.18,3884425,$277.60,$279.06,$276.67,1760
09/14/2021,$277.20,5283679,$280.54,$280.78,$276.36,1759
09/13/2021,$279.92,4602220,$278.36,$280.84,$277.82,1758
09/10/2021,$277.60,4554095,$279.97,$279.97,$277.49,1757
09/09/2021,$278.61,3684442,$278.91,$280.11,$278.37,1756
09/08/2021,$279.34,4647350,$278.18,$279.95,$277.59,1755
09/07/2021,$278.90,4866579,$281.91,$281.91,$278.73,1754
09/03/2021,$281.89,4497446,$284.30,$284.82,$281.71,1753
09/02/2021,$285.05,3969981,$285.35,$286.44,$284.21,1752
09/01/2021,$285.26,3326024,$286.59,$287.14,$284.85,1751
08/31/2021,$285.77,6498911,$285.28,$286.33,$284.76,1750
08/30/2021,$285.66,3505799,$286.30,$287.04,$285.02,1749
08/27/2021,$286.60,3485834,$285.62,$286.71,$285.121,1748
08/26/2021,$285.27,3342019,$288.16,$288.17,$284.985,1747
08/25/2021,$287.30,2975425,$286.20,$288.56,$285.22,1746
08/24/2021,$286.02,3187411,$286.01,$286.58,$284.18,1745
08/23/2021,$285.62,2957033,$287.38,$287.38,$285.39,1744
08/20/2021,$285.27,2846685,$284.96,$285.92,$283.95,1743
08/19/2021,$285.13,3394084,$284.96,$287.155,$283.98,1742
08/18/2021,$286.36,3882015,$289.00,$290.07,$285.95,1741
08/17/2021,$289.10,3626986,$288.53,$290.77,$287.60,1740
08/16/2021,$289.45,3564606,$287.00,$289.49,$285.21,1739
08/13/2021,$287.89,3115822,$290.61,$291.05,$287.12,1738
08/12/2021,$290.24,3171022,$291.81,$291.81,$288.93,1737
08/11/2021,$291.28,3475795,$289.45,$291.82,$288.83,1736
08/10/2021,$288.94,3134725,$287.01,$289.06,$286.00,1735
08/09/2021,$287.23,3678930,$287.86,$288.73,$286.061,1734
08/06/2021,$285.63,4838296,$281.82,$285.83,$281.50,1733
08/05/2021,$280.21,3585736,$280.16,$282.00,$278.33,1732
08/04/2021,$278.78,3026158,$280.17,$280.92,$278.64,1731
08/03/2021,$281.80,3631865,$279.05,$282.51,$276.77,1730
08/02/2021,$278.14,3098942,$279.31,$281.98,$277.73,1729
07/30/2021,$278.29,3608251,$280.01,$281.08,$277.60,1728
07/29/2021,$279.76,3545503,$279.29,$281.24,$279.08,1727
07/28/2021,$278.10,3795143,$280.80,$280.98,$277.60,1726
07/27/2021,$280.78,3390459,$278.07,$281.09,$276.91,1725
07/26/2021,$278.80,2424999,$277.78,$280.25,$277.78,1724
07/23/2021,$278.49,3218484,$279.05,$279.92,$277.74,1723
07/22/2021,$277.70,2566626,$278.59,$279.27,$277.42,1722
07/21/2021,$279.88,3437714,$277.64,$280.9199,$277.63,1721
07/20/2021,$276.89,4738502,$272.66,$277.805,$272.00,1720
07/19/2021,$272.66,5235001,$274.21,$275.50,$270.73,1719
07/16/2021,$277.90,3437180,$280.93,$280.93,$277.22,1718
07/15/2021,$279.72,3276235,$277.13,$280.64,$277.09,1717
07/14/2021,$278.31,4108516,$279.07,$280.7599,$277.77,1716
07/13/2021,$279.21,3140661,$280.11,$280.41,$278.36,1715
07/12/2021,$280.11,4283827,$279.05,$282.2241,$278.2735,1714
07/09/2021,$280.49,4897655,$276.03,$280.88,$275.74,1713
07/08/2021,$274.10,5371245,$276.99,$277.74,$273.16,1712
07/07/2021,$279.24,4413063,$275.99,$279.69,$275.80,1711
07/06/2021,$277.32,4402866,$278.28,$278.28,$275.095,1710
07/02/2021,$279.12,3683408,$281.41,$281.41,$278.57,1709
07/01/2021,$280.17,3648864,$278.20,$280.30,$277.55,1708
06/30/2021,$277.92,4477624,$275.89,$278.44,$275.66,1707
06/29/2021,$276.21,4472125,$276.69,$277.975,$275.245,1706
06/28/2021,$276.61,4026852,$278.82,$279.06,$275.60,1705
06/25/2021,$278.38,5578532,$276.37,$279.31,$275.35,1704
06/24/2021,$275.49,5458502,$275.00,$276.5765,$274.05,1703
06/23/2021,$274.66,4539789,$276.89,$277.00,$274.55,1702
06/22/2021,$276.92,5225694,$277.57,$277.71,$275.93,1701
06/21/2021,$277.10,5486192,$275.62,$278.845,$275.4279,1700
